,PCA1,PCA2,neg,neu,pos
765,0.3117476077333633,-0.0034469817188478,0.0,0.6,0.4
906,0.1805080060086591,0.0120281849642092,0.0,0.714,0.286
835,0.1845303768392455,-0.0251157894062261,0.0,0.778,0.222
887,0.0399866615638489,-0.0471457281898638,0.0,0.721,0.279
129,-0.0680174358396832,-0.0581689578537224,0.0,0.518,0.482
637,0.1415669591581777,-0.0120379024138731,0.0,0.818,0.182
402,-0.0698220973918352,-0.0513657730511818,0.0,1.0,0.0
784,-0.0500254409357819,0.0046746850312985,0.0,1.0,0.0
770,-0.0669532760712523,-0.0447370659996518,0.0,0.8,0.2
735,-0.0714292428513242,-0.0523537700129725,0.0,1.0,0.0
913,-0.0672217029452839,-0.0501485789670977,0.0,1.0,0.0
219,-0.0661069382063148,-0.0524666006021777,0.0,1.0,0.0
641,0.2360903784049179,0.0200218793769246,0.0,0.778,0.222
915,-0.0723437221041461,-0.0247466574710576,0.0,1.0,0.0
752,-0.0658027792714251,-0.0531173749571802,0.0,1.0,0.0
806,-0.074092490323539,-0.0589705922300516,0.307,0.693,0.0
919,-0.0713942437355862,-0.0334023540097523,0.0,1.0,0.0
624,0.171668241197455,-0.0327013732969066,0.0,0.818,0.182
874,-0.1025397334398104,0.1813589247622291,0.0,1.0,0.0
760,-0.0949020321064615,0.1949192178699726,0.0,1.0,0.0
386,-0.0815418944649238,-0.0308829211542057,0.0,0.875,0.125
972,-0.0739299122159792,-0.072318126335013,0.0,1.0,0.0
509,0.0149884017898967,-0.0193948782611711,0.0,1.0,0.0
267,-0.0754550929567605,-0.0597381324004584,0.231,0.769,0.0
819,-0.1331000043289758,0.2470718150490881,0.0,1.0,0.0
441,-0.075213690966558,-0.0659080674879829,0.0,1.0,0.0
496,-0.0708861131987606,-0.0406514035918178,0.0,0.444,0.556
112,-0.0043225819374188,-0.0516817556302819,0.0,1.0,0.0
691,-0.0728206846678006,-0.0286620479352762,0.0,0.698,0.302
232,-0.0685740380374367,-0.0476724030690184,0.0,1.0,0.0
869,0.2134626409781918,0.0153510484271724,0.0,0.833,0.167
607,0.327571762554851,0.0224247839663497,0.0,0.778,0.222
671,-0.07388950285188,0.061377523700457,0.0,1.0,0.0
373,0.1808979556195778,0.0034321602998032,0.0,0.496,0.504
981,-0.0877135996692648,0.2097659028233454,0.0,1.0,0.0
842,-0.0751598569621531,-0.0381670438829788,0.223,0.777,0.0
233,-0.0844025950719914,-0.0690755468098542,0.0,0.334,0.666
785,-0.0693134344229325,-0.0484064382044179,0.0,0.615,0.385
676,0.1332926978732306,-0.0274240872489259,0.0,0.778,0.222
317,-0.0778114133894741,-0.0805586868864116,0.0,1.0,0.0
648,-0.063598925167102,-0.0643511766227168,0.0,0.421,0.579
410,-0.0698655630108486,-0.0577704316216902,0.0,0.465,0.535
898,-0.1213415716299712,0.2191098814097491,0.0,1.0,0.0
709,-0.1186985374960113,0.1907447314018501,0.0,1.0,0.0
358,-0.0702311895108599,-0.0582232088742626,0.0,1.0,0.0
258,0.3234407206124646,0.0397819401503814,0.0,0.818,0.182
744,-0.1585589821727819,0.492018519304556,0.0,1.0,0.0
627,-0.1455293469378106,0.4319648652791724,0.0,1.0,0.0
632,-0.0764136994419802,-0.0336159525330042,0.0,0.828,0.172
282,0.0059241724032558,-0.0619865925139138,0.133,0.867,0.0
376,-0.0849115073903731,-0.0918536214874537,0.122,0.72,0.158
384,-0.0804772161448497,-0.0746705447850771,0.0,1.0,0.0
224,-0.0796383410054441,-0.0794108122911881,0.0,1.0,0.0
953,-0.06806579874759,-0.0516587014846057,0.0,1.0,0.0
814,-0.075761910547046,-0.0666714011992878,0.0,1.0,0.0
472,-0.0778904620527812,-0.06210126388301,0.0,0.615,0.385
347,-0.0641668405395919,-0.0445832054198279,0.0,1.0,0.0
505,-0.0702221766351766,-0.0539786719519641,0.0,1.0,0.0
639,-0.0672217029266006,-0.0501485784519397,0.0,1.0,0.0
987,-0.1232678632221127,0.2812192997373349,0.0,1.0,0.0
928,-0.1035173358617896,0.1439775006564557,0.0,1.0,0.0
905,-0.1222193302482536,0.1472712853844132,0.0,1.0,0.0
619,-0.0605161440993508,-0.0130200591043208,0.0,0.423,0.577
855,-0.0643873977185858,-0.0442264005337062,0.0,1.0,0.0
803,-0.0678359622022014,-0.0595349530000138,0.583,0.417,0.0
645,0.1682744902251889,-0.0211333764660833,0.0,0.714,0.286
846,-0.0016299523648241,-0.0512633312650696,0.115,0.885,0.0
556,-0.071330409330905,-0.0433753664385407,0.175,0.825,0.0
957,0.1196212850201253,-0.0124844892346272,0.0,0.867,0.133
577,-0.066166538186434,-0.0581820479959391,0.0,1.0,0.0
795,-0.0290617734769427,0.1154442892629581,0.0,0.824,0.176
85,-0.0797799393113364,-0.0798641548502898,0.0,1.0,0.0
242,-0.0730739644000777,-0.0461646302417048,0.165,0.835,0.0
698,-0.0672217028939026,-0.0501485666882315,0.0,0.561,0.439
159,0.0139921579108452,-0.0326418792028485,0.358,0.642,0.0
524,-0.1180051950029151,0.1857788136248241,0.0,0.633,0.367
35,-0.1187545186225683,0.2211193722204871,0.0,1.0,0.0
540,-0.0672217029759045,-0.0501485991214648,0.0,1.0,0.0
170,-0.0831865377889086,-0.0817361649551332,0.167,0.833,0.0
654,-0.0624235637640276,-0.0353766005144052,0.0,1.0,0.0
890,-0.0618747307546996,-0.0716904244408342,0.0,1.0,0.0
857,-0.0598722296374929,-0.0258827505969775,0.0,1.0,0.0
847,0.2926245735889097,0.0100616282534102,0.292,0.531,0.177
944,-0.0778794256821168,-0.0603566267152221,0.0,1.0,0.0
733,-0.0596559847495181,-0.0368110293025394,0.0,1.0,0.0
95,-0.1025131077151045,0.1883075406527859,0.0,1.0,0.0
563,-0.1139916637806612,0.2484022836770994,0.0,0.69,0.31
240,-0.0829959689158242,-0.0678424612492706,0.0,0.863,0.137
742,0.0420539937864209,-0.0104978641478254,0.237,0.661,0.102
574,-0.0672217029123355,-0.0501485252576474,0.0,1.0,0.0
690,0.2828295995481449,0.0099389568621483,0.0,0.778,0.222
460,-0.0713897186561522,-0.0426793724618964,0.0,0.594,0.406
553,-0.075722651034243,-0.0625564091681571,0.0,0.633,0.367
888,-0.0672217029303283,-0.0501485754996504,0.0,1.0,0.0
206,0.3763974638362038,0.0771236687208309,0.0,0.75,0.25
392,0.0896462219101539,-0.0329402587220323,0.0,0.5,0.5
794,-0.0669890618658145,-0.0350607802117881,0.0,1.0,0.0
397,0.0200735782086451,-0.0491225078967598,0.0,0.833,0.167
766,0.6957414938825517,0.0862443306748482,0.0,0.429,0.571
848,0.2154555904513287,-0.0296526588551885,0.0,0.833,0.167
217,0.1865705618212461,-0.0297923664922048,0.0,0.857,0.143
4,0.2090624095281367,-0.0079993602135716,0.0,0.64,0.36
768,0.2221212387878778,-0.0062148987239105,0.0,0.8,0.2
642,-0.1024326676619015,0.1022048929859083,0.119,0.881,0.0
929,-0.0768263567697069,-0.0645600687097729,0.219,0.781,0.0
612,-0.0584174445366515,-0.0092186399130532,0.0,1.0,0.0
738,-0.0637589953967546,-0.0449029686845532,0.0,0.649,0.351
546,-0.0672217029783989,-0.0501485922717968,0.0,1.0,0.0
725,-0.0753640539752416,-0.005832938058193,0.0,1.0,0.0
683,-0.0699771327794106,-0.0453140833862783,0.0,0.87,0.13
98,-0.0808207540083728,-0.0751810635103741,0.0,1.0,0.0
804,0.2111499280415519,-0.015941137343766,0.0,0.622,0.378
727,0.2115918700861354,-0.0278292874310553,0.0,0.75,0.25
573,-0.0673615498003795,-0.0582015880276789,0.247,0.753,0.0
406,-0.0929387007624552,-0.0614406298682074,0.0,1.0,0.0
502,0.195466976231884,0.0133425549469316,0.0,0.667,0.333
47,0.2194464892039556,0.0300801802676831,0.0,0.8,0.2
32,0.282721862318456,-0.01618307202703,0.0,0.777,0.223
779,0.0301755663600626,-0.0226087443665705,0.0,1.0,0.0
839,0.0686850869546485,9.141021395567972e-05,0.0,0.889,0.111
200,-0.0735280388019988,-0.0661420473675784,0.194,0.806,0.0
134,0.1372940233258221,-0.0046524156640529,0.0,0.751,0.249
27,0.2384738676295485,-0.0006511385198724,0.0,0.778,0.222
880,0.1856190349441603,-0.0114553368256693,0.0,0.833,0.167
230,-0.1234945029770362,0.1155092427410532,0.0,1.0,0.0
489,-0.1328755453522403,0.2339273916594823,0.0,1.0,0.0
772,0.1467481688637021,0.0046257604934192,0.0,0.867,0.133
378,-0.0672217030378567,-0.0501485534018437,0.483,0.517,0.0
288,-0.1194676030953194,0.1651987884685085,0.0,1.0,0.0
418,-0.0540063482109358,-0.0430494821269156,0.0,1.0,0.0
674,0.215662022588752,-0.0152767508067475,0.0,0.667,0.333
391,-0.0716621449661921,-0.0333693002948332,0.0,1.0,0.0
592,0.2097028330092734,-0.0352112970764977,0.0,0.833,0.167
498,-0.0977259255678173,0.2337146615981355,0.0,1.0,0.0
138,-0.0672217029922638,-0.0501485791162392,0.5,0.5,0.0
62,-0.0685116883719998,-0.0364646266678488,0.336,0.431,0.233
471,0.1019274199500673,-0.0105893803385739,0.0,0.773,0.227
647,0.0797603848575674,-0.0301259750166676,0.0,0.9,0.1
128,-0.059072984020965,-0.0128176726360175,0.0,1.0,0.0
976,-0.1185062765363281,0.2143753320446474,0.0,1.0,0.0
520,-0.0848165076963897,-0.0687495039876607,0.474,0.526,0.0
838,0.1049638221284207,-0.0563479660902055,0.0,0.745,0.255
962,-0.1038886067725341,0.1354604522788761,0.268,0.732,0.0
64,-0.0672217029498416,-0.050148603943006,0.0,0.476,0.524
812,-0.0650884290672883,-0.0491875613607493,0.0,0.566,0.434
14,-0.0749005736616645,-0.0430211307248111,0.0,1.0,0.0
156,-0.0777113417805333,0.0596299862372948,0.0,0.508,0.492
40,0.1203212199245548,-0.002320215770089,0.0,0.859,0.141
492,0.2142850653003073,0.0162164846448292,0.0,0.635,0.365
379,-0.0645493479007368,-0.0581250052855733,0.0,1.0,0.0
187,-0.0758823170912065,-0.0459141646673865,0.0,1.0,0.0
763,-0.069610118245636,-0.0538951098989388,0.0,1.0,0.0
216,-0.077444424225462,-0.0753563975613241,0.0,1.0,0.0
791,-0.1432996535074245,0.2821895407254191,0.0,1.0,0.0
52,-0.0828779702650287,-0.0992271766856568,0.0,0.683,0.317
878,0.2694790993999125,0.0101886220771729,0.0,0.753,0.247
337,-0.1208599562149009,0.2186203961069449,0.0,1.0,0.0
748,-0.0678758466099463,-0.0571176724665693,0.0,1.0,0.0
719,-0.0900368543497875,0.0733563075182751,0.134,0.792,0.074
724,-0.0838981187940759,-0.0919330927305885,0.0,1.0,0.0
295,-0.0685219191578935,-0.0297637109250112,0.0,0.865,0.135
701,-0.0647649375949542,-0.0106052585290441,0.0,1.0,0.0
251,-0.0734368812216091,-0.0647614659405394,0.0,1.0,0.0
726,-0.0765223544907022,-0.0276937905442301,0.0,1.0,0.0
461,-0.1369436442016784,0.3085872328173877,0.0,1.0,0.0
455,-0.0672217029486188,-0.0501485732640272,0.0,1.0,0.0
996,-0.0771941984837647,-0.0794332937438253,0.0,1.0,0.0
815,-0.0683759945883267,-0.0580733743871828,0.0,1.0,0.0
862,-0.0997238119203425,0.0402277235711844,0.146,0.854,0.0
269,-0.0748590598132815,-0.0315328434786351,0.0,1.0,0.0
201,-0.0711861712885531,-0.0550909032751821,0.0,1.0,0.0
161,0.1572103141111643,-0.0215035152309065,0.0,0.664,0.336
555,-0.0705559522273147,-0.0421510440830259,0.0,1.0,0.0
729,-0.0701369347496872,-0.0639065660053141,0.0,1.0,0.0
401,-0.0861076611408834,-0.0763053168382677,0.0,1.0,0.0
702,-0.0697921761306845,-0.0450578988747965,0.0,0.588,0.412
476,0.1215384096758673,-0.0178859525901124,0.171,0.719,0.11
821,0.2372422822186853,0.0030450094693012,0.0,0.818,0.182
771,-0.0659130570024992,-0.0430057026688684,0.0,1.0,0.0
105,-0.0727537357532703,-0.0673931090323967,0.0,1.0,0.0
565,-0.0846814265018162,-0.1014168069944614,0.0,0.705,0.295
389,-0.002521402920866,0.2097895261634217,0.0,1.0,0.0
1,-0.054405421328507,-0.0469319414131384,0.61,0.39,0.0
937,-0.0703056416354608,-0.048672049360235,0.0,0.649,0.351
982,0.1665110539310573,0.0159845071347763,0.0,0.774,0.226
561,0.2483048858212161,-0.0063221203831282,0.0,0.778,0.222
80,-0.0706224810244507,-0.062185521323623,0.457,0.543,0.0
205,0.2646917848403672,0.0105218470570056,0.0,0.325,0.675
34,-0.0561150079335368,-0.0442663384246005,0.0,1.0,0.0
775,0.2648916844449522,0.0196943367282484,0.0,0.778,0.222
508,0.0594924239500965,-0.0457891345870613,0.0,0.635,0.365
427,0.0137560330520241,-0.0321160178716031,0.0,0.839,0.161
454,-0.0689009562304092,-0.0537753121118868,0.0,1.0,0.0
366,-0.1109539405057392,0.180564277564966,0.0,1.0,0.0
91,-0.0703322083419553,-0.0303128741755898,0.0,1.0,0.0
339,0.2340612305458689,0.0043726608285199,0.0,0.778,0.222
897,-0.0609167122012475,-0.0465724124107355,0.0,1.0,0.0
564,0.2844454473287344,0.0303958320677147,0.0,0.75,0.25
345,-0.0729353469942875,-0.0515769315258441,0.0,1.0,0.0
776,-0.0699009299446725,-0.0547861912971772,0.0,0.469,0.531
241,-0.057795445263235,-0.0519835060850147,0.0,0.633,0.367
13,-0.0718053387557567,-0.0621159694538661,0.284,0.459,0.257
315,0.1767946228316633,-0.0023536592694658,0.0,0.875,0.125
600,0.0123493966843439,-0.0395649905693438,0.0,1.0,0.0
387,-0.0719873076577001,-0.0588120442582276,0.697,0.303,0.0
273,0.3454144134471453,0.066231276308374,0.0,0.75,0.25
166,0.5648687994623179,0.0269332424832469,0.0,0.686,0.314
840,0.1823981348258285,-0.0102713885245607,0.0,0.857,0.143
992,-0.1188326681358164,0.2076907864669282,0.0,1.0,0.0
646,-0.0775858204755281,-0.0768466443432818,0.0,1.0,0.0
818,-0.0644422921158397,-0.0315018652326783,0.0,1.0,0.0
484,-0.0637109903133272,-0.0521020657496796,0.688,0.312,0.0
980,0.2427402891362745,-0.0144448686033339,0.0,0.667,0.333
504,-0.0727349355822487,-0.0596400768100177,0.0,1.0,0.0
831,0.0048188198960291,-0.0231300579839197,0.0,0.863,0.137
243,0.009498452776566,-0.0194852647429175,0.0,0.857,0.143
566,0.530779479773775,0.0881572378656537,0.0,0.667,0.333
875,-0.1316359145550552,0.2669028962738865,0.0,1.0,0.0
562,-0.0610464672980987,-0.0476197156463848,0.0,1.0,0.0
686,-0.0672081477913782,-0.0957502339553915,0.0,1.0,0.0
189,-0.0770020645784096,-0.0790474520291798,0.0,0.403,0.597
782,-0.1257688523703123,0.2650508621636578,0.0,0.734,0.266
699,-0.0082370459024732,-0.0372073711821637,0.386,0.468,0.146
475,-0.0621156053503697,0.0026588474716728,0.0,1.0,0.0
681,-0.0753775687857592,-0.0301401958308641,0.0,0.707,0.293
510,0.2600916957063014,0.0045159939259519,0.0,0.846,0.154
58,0.2580910550153728,0.0136860196963021,0.0,0.846,0.154
474,-0.0776345522104809,-0.0756869731391413,0.0,1.0,0.0
560,-0.0704671775088466,-0.0673909163234986,0.0,1.0,0.0
856,-0.0649520960171385,-0.0703329660080433,0.0,1.0,0.0
747,-0.0627382409336552,-0.0402676883309416,0.0,1.0,0.0
252,-0.0777280705194145,-0.0496796081174784,0.0,1.0,0.0
21,0.3151151296262481,0.0479805663815688,0.0,0.62,0.38
313,0.4486699840445297,0.0442318705867011,0.0,0.667,0.333
459,-0.061355681789319,0.0264108987014232,0.0,1.0,0.0
160,-0.1267936404747313,0.2502905424454897,0.0,0.406,0.594
276,-0.0779287742545901,-0.0810768656661573,0.0,1.0,0.0
955,-0.0713836872315676,-0.0705895750226615,0.0,0.7,0.3
191,-0.0633190208118902,-0.0521197564886933,0.0,1.0,0.0
385,-0.0649883535403274,-0.0555588239931035,0.0,1.0,0.0
805,-0.0748331826906253,-0.0692809766551402,0.438,0.562,0.0
413,-0.0737821573405329,-0.0019274061935615,0.0,1.0,0.0
491,-0.0727832241823125,-0.0658451198148531,0.0,1.0,0.0
343,0.3641349344124554,0.0759222427628101,0.0,0.857,0.143
769,0.0144541042994371,-0.0646586226185867,0.0,0.875,0.125
308,-0.0741222063485338,-0.0110970113469663,0.0,1.0,0.0
661,-0.0747063219822855,-0.0299822988293484,0.0,1.0,0.0
130,0.2439840346594761,-0.0137822005760106,0.0,0.846,0.154
663,-0.0768665730459704,-0.0630524486452207,0.0,1.0,0.0
871,-0.1567413124934256,0.4797155825412902,0.0,1.0,0.0
99,-0.0577839041033318,-0.045655579146024,0.312,0.312,0.375
372,-0.0699667018323124,-0.0629143531692717,0.0,1.0,0.0
87,-0.0855537886322632,-0.0825298897339722,0.0,1.0,0.0
458,-0.053870998530324,-0.0024774301312874,0.0,0.543,0.457
330,-0.0691907586009609,-0.054058011662115,0.0,1.0,0.0
214,-0.0758959522723832,-0.0706364635746214,0.0,0.649,0.351
466,-0.0742298979808917,-0.067354824147669,0.0,1.0,0.0
121,-0.0698240080683364,-0.0634613002014364,0.234,0.519,0.247
614,-0.0714729850970665,-0.0681082303741602,0.0,1.0,0.0
20,-0.0766235029160462,-0.0519833223809988,0.0,0.822,0.178
700,0.0411298985928874,-0.0237685870080763,0.069,0.931,0.0
71,-0.0725622040950665,-0.0667188876812627,0.0,0.436,0.564
106,-0.0744170999703647,-0.0478695649935223,0.0,0.901,0.099
270,-0.0713732848070452,-0.0447551042229995,0.0,1.0,0.0
860,-0.0742612304814749,-0.0446718123935438,0.0,1.0,0.0
435,-0.0866222489578749,0.0951530956338802,0.109,0.891,0.0
102,-0.0681796925769273,-0.062027250630832,0.0,1.0,0.0
